      Wavelength  Flux
      microns     Jy
      40.7951      773.543
      40.8053      772.901
      40.8155      772.203
      40.8257      770.663
      40.8359      768.000
      40.8461      764.348
      40.8563      760.646
      40.8665      757.933
      40.8768      756.819
      40.8870      756.089
      40.8972      754.165
      40.9074      750.551
      40.9176      746.467
      40.9279      743.069
      40.9381      740.744
      40.9483      739.721
      40.9586      739.561
      40.9688      739.222
      40.9791      738.716
      40.9893      738.646
      40.9996      739.041
      41.0098      739.472
      41.0201      739.254
      41.0303      738.447
      41.0406      736.879
      41.0508      734.460
      41.0611      732.124
      41.0714      730.568
      41.0816      730.017
      41.0919      730.436
      41.1022      730.891
      41.1125      730.496
      41.1227      729.376
      41.1330      728.112
      41.1433      727.141
      41.1536      726.520
      41.1639      726.359
      41.1742      726.843
      41.1845      728.209
      41.1948      729.801
      41.2051      730.122
      41.2154      729.063
      41.2257      728.460
      41.2360      729.688
      41.2463      732.063
      41.2566      733.971
      41.2669      734.991
      41.2772      735.680
      41.2876      736.114
      41.2979      736.189
      41.3082      734.909
      41.3185      732.312
      41.3289      729.687
      41.3392      727.128
      41.3495      725.034
      41.3599      723.777
      41.3702      723.305
      41.3806      722.669
      41.3909      720.567
      41.4013      718.433
      41.4116      719.212
      41.4220      723.717
      41.4323      730.698
      41.4427      736.897
      41.4530      740.556
      41.4634      740.978
      41.4738      739.873
      41.4841      738.625
      41.4945      738.065
      41.5049      738.127
      41.5153      739.140
      41.5257      741.054
      41.5360      743.524
      41.5464      745.448
      41.5568      746.098
      41.5672      745.294
      41.5776      743.325
      41.5880      741.025
      41.5984      739.219
      41.6088      738.237
      41.6192      738.429
      41.6296      739.630
      41.6400      741.883
      41.6504      743.719
      41.6608      743.794
      41.6712      741.984
      41.6817      739.493
      41.6921      737.345
      41.7025      735.991
      41.7129      734.966
      41.7234      733.589
      41.7338      731.484
      41.7442      729.044
      41.7547      726.672
      41.7651      724.798
      41.7756      723.679
      41.7860      723.021
      41.7965      722.232
      41.8069      721.584
      41.8174      721.880
      41.8278      723.427
      41.8383      725.313
      41.8487      725.971
      41.8592      724.883
      41.8697      722.958
      41.8801      722.446
      41.8906      724.044
      41.9011      726.233
      41.9115      727.506
      41.9220      727.517
      41.9325      726.776
      41.9430      725.872
      41.9535      724.727
      41.9640      723.383
      41.9745      722.082
      41.9850      721.365
      41.9955      721.817
      42.0060      722.700
      42.0165      723.694
      42.0270      725.386
      42.0375      728.322
      42.0480      732.383
      42.0585      736.585
      42.0690      740.482
      42.0795      743.900
      42.0901      745.738
      42.1006      745.368
      42.1111      743.481
      42.1216      741.314
      42.1322      739.703
      42.1427      738.346
      42.1532      737.483
      42.1638      737.630
      42.1743      738.708
      42.1849      740.397
      42.1954      742.062
      42.2060      743.318
      42.2165      744.437
      42.2271      745.673
      42.2376      747.622
      42.2482      749.891
      42.2588      752.109
      42.2693      754.655
      42.2799      757.298
      42.2905      759.856
      42.3010      762.530
      42.3116      765.235
      42.3222      768.430
      42.3328      771.552
      42.3434      774.294
      42.3539      776.689
      42.3645      778.367
      42.3751      779.516
      42.3857      780.609
      42.3963      782.001
      42.4069      783.681
      42.4175      784.987
      42.4281      786.440
      42.4387      788.894
      42.4493      793.165
      42.4600      798.995
      42.4706      804.445
      42.4812      807.700
      42.4918      808.586
      42.5024      807.472
      42.5131      805.268
      42.5237      803.173
      42.5343      801.781
      42.5450      801.070
      42.5556      800.892
      42.5662      801.337
      42.5769      802.860
      42.5875      805.732
      42.5982      809.852
      42.6088      814.059
      42.6195      817.161
      42.6301      819.450
      42.6408      821.969
      42.6515      825.544
      42.6621      829.943
      42.6728      834.706
      42.6835      839.011
      42.6941      841.605
      42.7048      842.509
      42.7155      842.665
      42.7262      842.703
      42.7368      842.216
      42.7475      840.859
      42.7582      839.070
      42.7689      837.784
      42.7796      837.718
      42.7903      839.362
      42.8010      841.979
      42.8117      845.082
      42.8224      847.682
      42.8331      848.100
      42.8438      845.417
      42.8545      840.957
      42.8652      837.835
      42.8760      837.412
      42.8867      838.600
      42.8974      839.626
      42.9081      839.015
      42.9189      837.223
      42.9296      835.723
      42.9403      835.517
      42.9511      836.864
      42.9618      839.315
      42.9725      842.099
      42.9833      843.703
      42.9940      843.339
      43.0048      841.616
      43.0155      839.799
      43.0263      837.997
      43.0371      836.386
      43.0478      835.600
      43.0586      836.318
      43.0693      838.517
      43.0801      841.577
      43.0909      844.169
      43.1017      845.834
      43.1124      846.971
      43.1232      847.382
      43.1340      846.638
      43.1448      845.093
      43.1556      843.739
      43.1664      843.503
      43.1772      844.050
      43.1879      845.311
      43.1987      846.656
      43.2095      847.568
      43.2203      847.182
      43.2312      845.056
      43.2420      842.392
      43.2528      841.339
      43.2636      842.888
      43.2744      846.514
      43.2852      850.687
      43.2961      853.978
      43.3069      855.448
      43.3177      854.837
      43.3285      852.828
      43.3394      851.339
      43.3502      852.049
      43.3610      855.021
      43.3719      858.638
      43.3827      861.343
      43.3936      862.245
      43.4044      861.591
      43.4153      861.276
      43.4261      862.615
      43.4370      864.686
      43.4479      865.632
      43.4587      865.091
      43.4696      864.706
      43.4804      865.678
      43.4913      867.409
      43.5022      868.886
      43.5131      869.240
      43.5240      868.550
      43.5348      867.420
      43.5457      866.604
      43.5566      866.939
      43.5675      869.025
      43.5784      872.870
      43.5893      876.954
      43.6002      879.679
      43.6111      880.459
      43.6220      879.447
      43.6329      876.988
      43.6438      872.933
      43.6547      867.236
      43.6656      861.530
      43.6766      857.235
      43.6875      855.394
      43.6984      855.215
      43.7093      855.288
      43.7203      855.313
      43.7312      855.057
      43.7421      854.672
      43.7531      853.997
      43.7640      852.464
      43.7749      850.291
      43.7859      848.352
      43.7968      847.111
      43.8078      845.898
      43.8187      843.423
      43.8297      840.172
      43.8406      837.858
      43.8516      836.722
      43.8626      835.764
      43.8735      833.469
      43.8845      830.140
      43.8955      826.250
      43.9065      822.352
      43.9174      818.707
      43.9284      815.998
      43.9394      814.690
      43.9504      814.117
      43.9614      812.907
      43.9724      810.729
      43.9834      808.190
      43.9944      805.753
      44.0054      803.477
      44.0164      801.805
      44.0274      801.435
      44.0384      802.000
      44.0494      802.823
      44.0604      803.647
      44.0714      804.977
      44.0824      806.763
      44.0935      808.272
      44.1045      808.281
      44.1155      807.074
      44.1265      806.163
      44.1376      807.210
      44.1486      809.094
      44.1596      810.409
      44.1707      810.921
      44.1817      812.238
      44.1928      814.425
      44.2038      816.248
      44.2149      816.314
      44.2259      814.786
      44.2370      812.780
      44.2481      811.298
      44.2591      810.715
      44.2702      810.470
      44.2813      810.002
      44.2923      809.998
      44.3034      810.893
      44.3145      811.929
      44.3256      812.255
      44.3366      812.664
      44.3477      815.529
      44.3588      820.705
      44.3699      826.226
      44.3810      829.797
      44.3921      831.298
      44.4032      831.769
      44.4143      831.679
      44.4254      830.707
      44.4365      828.669
      44.4476      826.247
      44.4587      824.790
      44.4698      824.345
      44.4810      824.493
      44.4921      825.653
      44.5032      829.076
      44.5339      837.422
      44.5966      839.596
      44.6593      844.146
      44.7220      832.610
      44.7847      824.591
      44.8474      821.518
      44.9101      817.443
      44.9729      798.528
      45.0356      790.655
      45.0983      800.112
      45.1610      805.996
      45.2237      800.478
      45.2864      787.106
      45.3491      772.690
      45.4118      761.135
      45.4745      760.240
      45.5372      762.013
      45.5999      755.276
      45.6626      753.434
      45.7253      750.229
      45.7880      751.875
      45.8507      747.391
      45.9134      747.181
      45.9762      764.988
      46.0389      766.066
      46.1016      770.697
      46.1643      752.307
      46.2270      752.743
      46.2897      756.550
      46.3524      759.854
      46.4151      763.786
      46.4778      765.656
      46.5405      769.976
      46.6659      762.858
      46.7286      768.803
      46.7913      775.020
      46.8540      762.017
      46.9167      767.602
      46.9794      783.802
      47.0422      794.795
      47.1049      809.725
      47.1676      803.451
      47.2303      821.247
      47.2930      820.902
      47.3557      827.483
      47.4184      846.075
      47.4811      857.211
      47.5438      869.596
      47.6065      862.833
      47.6692      884.756
      47.7319      868.805
      47.7946      852.258
      47.8573      841.823
      47.9200      835.771
      47.9827      829.917
      48.0454      839.004
      48.1082      841.315
      48.1709      830.569
      48.2336      832.027
      48.2963      830.910
      48.3590      824.128
      48.4217      823.953
      48.4844      830.899
      48.5471      835.909
      48.6098      838.794
      48.6725      841.007
      48.7352      825.877
      48.7979      816.962
      48.8606      805.439
      48.9233      794.034
      48.9860      791.001
      49.0487      794.769
      49.1115      791.862
      49.1742      795.514
      49.2369      790.461
      49.2996      799.016
      49.4250      806.266
      49.4877      808.444
      49.5504      817.560
      49.6131      826.320
      49.6758      828.459
      49.7385      821.506
      49.8012      812.160
      49.8639      811.584
      49.9266      825.489
      49.9893      821.508
      50.0520      822.882
      50.1147      820.836
      50.1775      824.460
      50.2402      833.527
      50.3029      837.848
      50.3656      838.546
      50.4283      839.318
      50.4910      840.555
      50.5537      844.243
      50.6164      840.009
      50.6791      842.435
      50.7418      840.824
      50.8045      849.891
      50.8672      850.362
      50.9299      850.233
      50.9926      852.618
      51.0553      847.646
      51.1180      849.112
      51.1807      849.924
      51.2435      858.873
      51.3062      852.357
      52.2467      866.136
      52.3095      859.016
      52.3722      863.373
      52.4349      872.649
      52.4976      875.131
      52.5603      869.295
      52.6230      865.435
      52.6857      858.610
      52.7484      865.788
      52.8111      867.683
      52.8738      873.516
      52.9365      868.593
      52.9992      875.370
      53.0619      878.630
      53.1246      872.077
      53.1873      882.721
      53.2500      877.590
      53.3128      868.161
      53.3755      868.202
      53.4382      868.197
      53.5009      870.551
      53.5636      877.558
      53.6263      888.396
      53.6890      887.345
      53.7517      890.395
      53.8144      873.234
      53.8771      870.615
      53.9398      865.867
      54.0025      860.627
      54.0652      881.987
      54.1279      885.249
      54.1906      879.959
      54.2533      871.220
      54.3160      880.497
      54.3788      876.462
      54.4415      891.287
      54.5042      892.490
      54.5669      879.953
      54.6296      878.619
      54.6923      867.357
      54.7550      862.783
      54.8177      864.797
      54.9431      882.462
      55.0058      880.230
      55.0685      885.727
      55.1312      885.567
      55.1939      891.569
      55.2566      879.493
      55.3193      873.773
      55.3820      873.079
      55.4448      880.316
      55.5075      883.144
      55.5702      881.029
      55.6329      887.485
      55.6956      892.467
      55.7583      898.763
      55.8210      895.722
      55.8837      891.136
      55.9464      903.539
      56.0091      890.580
      56.0718      900.849
      56.1345      898.688
      56.1972      896.385
      56.2599      905.023
      56.3226      904.224
      56.3853      908.125
      56.4481      902.525
      56.5108      903.311
      56.5735      896.663
      56.6362      911.083
      56.6989      910.235
      56.7616      914.125
      57.7022      927.785
      57.7649      928.745
      57.8276      930.723
      57.8903      937.769
      57.9530      933.021
      58.0157      931.076
      58.0784      933.312
      58.1411      935.554
      58.2038      930.150
      58.2665      933.396
      58.3292      932.590
      58.3919      929.016
      58.4546      934.121
      58.5173      933.704
      58.5801      928.078
      58.6428      933.884
      58.7055      942.805
      58.7682      935.638
      58.8309      937.250
      58.8936      939.586
      58.9563      942.787
      59.0190      939.399
      59.0817      941.843
      59.1444      938.525
      59.2071      948.326
      59.2698      945.538
      59.3325      945.175
      59.3952      944.908
      59.4579      950.429
      59.5206      947.316
      59.5834      949.530
      59.6461      953.440
      59.7088      957.356
      59.7715      958.917
      59.8342      955.030
      59.8969      956.081
      59.9596      956.392
      60.0223      961.594
      60.0850      957.534
      60.1477      959.210
      60.2104      961.227
      60.2731      954.239
      60.3358      951.204
      60.4612      958.877
      60.5239      952.235
      60.5866      958.745
      60.6494      962.893
      60.7121      972.164
      60.7748      974.456
      60.8375      969.256
      60.9002      964.831
      60.9629      966.402
      61.0256      971.651
      61.0883      964.984
      61.1510      971.908
      61.2137      976.367
      61.2764      973.226
      61.3391      978.267
      61.4018      982.520
      61.4645      981.440
      61.5272      984.883
      61.5899      982.404
      61.6526      980.711
      61.7154      986.991
      61.7781      985.781
      61.8408      994.826
      61.9035      1001.20
      61.9662      997.972
      62.0289      985.728
      62.0916      985.622
      62.1543      985.126
      62.2170      989.724
      62.2797      995.436
      62.3424      990.753
      62.4051      992.628
      62.4678      993.773
      62.5305      994.222
      62.5932      997.272
      62.6559      997.169
      63.5338      1009.35
      63.5965      1013.48
      63.6592      1008.65
      63.7219      1006.34
      63.7847      999.426
      63.8474      1007.21
      63.9101      998.470
      63.9728      993.492
      64.0355      997.962
      64.0982      1006.29
      64.1609      1004.83
      64.2236      1001.49
      64.2863      1002.72
      64.3490      1015.94
      64.4117      1004.35
      64.4744      1003.45
      64.5371      1005.38
      64.5998      1011.99
      64.6625      1010.62
      64.7252      1013.22
      64.7879      1012.87
      64.8507      1009.97
      64.9134      1011.83
      64.9761      1007.63
      65.0388      1004.84
      65.1015      1005.79
      65.1642      1009.37
      65.2269      1000.92
      65.2896      1005.11
      65.3523      999.163
      65.4150      999.047
      65.4777      992.925
      65.5404      995.031
      65.6031      995.577
      65.6658      1002.31
      65.7285      991.549
      65.7912      986.048
      65.8540      982.939
      65.9794      985.358
      66.0421      987.772
      66.1048      990.609
      66.1675      991.409
      66.2302      992.103
      66.2929      992.331
      66.3556      984.813
      66.4183      984.346
      66.4810      988.900
      66.5437      974.246
      66.6064      982.733
      66.6691      986.312
      66.7318      984.583
      66.7945      976.882
      66.8572      976.190
      66.9200      975.212
      66.9827      983.457
      67.0454      980.957
      67.1081      976.463
      67.1708      979.647
      67.2335      972.794
      67.2962      974.379
      67.3589      968.553
      67.4216      974.865
      67.4843      962.884
      67.5470      967.269
      67.6097      972.771
      67.6724      980.800
      67.7351      980.035
      67.7978      973.498
      67.8605      969.582
      67.9232      970.032
      67.9860      968.115
      68.0487      971.187
      68.1114      964.712
      68.1741      969.527
      68.2368      966.866
      68.2995      967.210
      68.3622      966.311
      68.4249      962.219
      68.4876      962.723
      68.5503      969.861
      68.6130      970.746
      68.7384      987.928
      68.8011      994.988
      68.8638      1006.62
      68.9265      1015.47
      68.9893      1011.67
      69.0520      1005.14
      69.1147      989.222
      69.1774      975.121
      69.2401      961.013
      69.3028      961.426
      69.3655      959.949
      69.4282      954.242
      69.4909      950.806
      69.5536      945.606
      69.6163      939.666
      69.6790      938.422
      69.7417      930.947
      69.8044      939.505
      69.8671      931.731
      69.9298      939.168
      69.9925      931.408
      70.0553      930.348
      70.1180      921.349
      70.1807      924.609
      70.2434      923.571
      70.3061      924.105
      70.3688      921.351
      70.4315      920.741
      70.4942      915.982
      70.5569      912.115
      70.6196      909.898
      70.6823      913.391
      70.7450      914.889
      70.8077      909.061
      70.8704      917.419
      70.9331      907.479
      70.9958      904.532
      71.0585      907.979
      71.1213      903.717
      71.1840      897.977
      71.2467      899.746
      71.3094      900.822
      71.3721      899.382
      71.4975      895.629
      71.5602      888.227
      71.6229      885.823
      71.6856      883.393
      71.7483      888.906
      71.8110      860.627
      71.8737      872.901
      71.9364      880.286
      71.9991      883.966
      72.0618      884.524
      72.1245      888.292
      72.1873      881.940
      72.2500      879.626
      72.3127      867.897
      72.3754      881.168
      72.4381      861.364
      72.5008      868.290
      72.5635      882.948
      72.6262      885.135
      72.6889      878.110
      72.7516      877.642
      72.8143      873.463
      72.8770      863.447
      72.9397      865.850
      73.0024      862.074
      73.0651      854.848
      73.1278      852.453
      73.1906      853.995
      73.2533      860.615
      73.3160      866.151
      73.3787      856.477
      73.4414      864.300
      73.5041      864.633
      73.5668      864.364
      73.6295      864.414
      73.6922      858.094
      73.7549      858.757
      73.8176      851.919
      73.8803      864.584
      73.9430      864.193
      74.0057      857.613
      74.0684      849.818
      74.1311      848.227
      74.2566      858.533
      74.3193      857.626
      74.3820      850.786
      74.4447      854.878
      74.5074      844.294
      74.5701      842.400
      74.6328      854.849
      74.6955      856.563
      74.7582      850.619
      74.8209      851.619
      74.8836      847.251
      74.9463      849.780
      75.0090      831.408
      75.0717      832.176
      75.1344      818.805
      75.1971      829.928
      75.2598      828.685
      75.3226      831.485
      75.3853      837.912
      75.4480      836.111
      75.5107      841.263
      75.5734      850.327
      75.6361      838.150
      75.6988      838.718
      75.7615      836.418
      75.8242      843.100
      75.8869      846.969
      75.9496      835.744
      76.0123      826.688
      76.0750      824.090
      76.1377      834.276
      76.2004      848.268
      76.2631      851.066
      76.3259      836.921
      76.3886      828.370
      76.4513      839.849
      76.5140      851.791
      76.5767      848.820
      76.6394      839.026
      76.7021      832.271
      76.7648      835.904
      76.8275      836.938
      76.8902      840.001
      77.0156      839.608
      77.0783      844.219
      77.1410      802.254
      77.2037      834.577
      77.2664      839.248
      77.3291      842.849
      77.3919      845.373
      77.4546      824.998
      77.5173      818.499
      77.5800      829.888
      77.6427      831.859
      77.7054      838.942
      77.7681      837.359
      77.8308      825.221
      77.8935      821.536
      77.9562      812.070
      78.0189      824.497
      78.0816      818.231
      78.1443      822.880
      78.2070      825.034
      78.2697      832.658
      78.3324      826.883
      78.3951      810.882
      78.4579      808.808
      78.5206      802.489
      78.5833      809.216
      78.6460      819.247
      78.7087      814.402
      78.7714      814.360
      78.8341      819.635
      78.8968      819.912
      78.9595      815.314
      79.0222      809.411
      79.0849      804.475
      79.1476      823.602
      79.2103      832.058
      79.2730      825.177
      79.3357      815.651
      79.3984      820.629
      79.4612      827.747
      79.5239      826.052
      79.5866      820.852
      79.6493      800.236
      79.7747      799.915
      79.8374      809.102
      79.9001      819.032
      79.9628      810.356
      80.0255      812.417
      80.0882      807.816
      80.1509      814.561
      80.2136      816.771
      80.2763      811.350
      80.3390      805.592
      80.4017      802.452
      80.4644      796.407
      80.5272      805.108
      80.5899      805.905
      80.6526      801.409
      80.7153      803.968
      80.7780      804.349
      80.8407      800.982
      80.9034      800.487
      80.9661      805.832
      81.0288      810.461
      81.0915      803.532
      81.1542      799.405
      81.2169      792.281
      81.2796      798.435
      81.3423      796.377
      81.4050      790.773
      81.4677      787.646
      81.5304      791.155
      81.5932      793.910
      81.6559      797.811
      81.7186      809.394
      81.7813      801.538
      81.8440      793.712
      81.9067      787.772
      81.9694      786.217
      82.0321      793.151
      82.0948      791.098
      82.1575      784.254
      82.2202      783.573
      82.2829      783.649
      82.3456      779.620
      82.4083      772.396
      82.5337      783.045
      82.5965      783.209
      82.6592      778.586
      82.7219      761.315
      82.7846      765.037
      82.8473      777.329
      82.9100      781.126
      82.9727      780.345
      83.0354      781.201
      83.0981      783.205
      83.1608      801.299
      83.2235      797.036
      83.2862      801.872
      83.3489      804.581
      83.4116      787.229
      83.4743      796.340
      83.5370      786.495
      83.5997      791.312
      83.6625      793.878
      83.7252      783.934
      83.7879      796.255
      83.8506      795.863
      83.9133      790.097
      83.9760      790.380
      84.0387      780.771
      84.1014      790.392
      84.1641      786.714
      84.2268      778.820
      84.2895      796.273
      84.3522      793.339
      84.4149      799.877
      84.4776      804.924
      84.5403      784.907
      84.6030      802.828
      84.6657      785.806
      84.7285      781.660
      84.7912      780.739
      84.8539      776.276
      84.9166      787.519
      84.9793      780.514
      85.0420      781.332
      85.1047      773.752
      85.1674      767.317
      85.2928      773.698
      85.3555      789.699
      85.4182      790.558
      85.4809      779.117
      85.5436      795.108
      85.6063      785.215
      85.6690      796.411
      85.7318      784.501
      85.7945      800.981
      85.8572      802.270
      85.9199      774.863
      85.9826      785.477
      86.0453      782.675
      86.1080      780.539
      86.1707      784.520
      86.2334      787.950
      86.2961      774.673
      86.3588      780.901
      86.4215      768.982
      86.4842      777.797
      86.5469      784.236
      86.6096      774.169
      86.6723      780.018
      86.7350      763.688
      86.7978      772.823
      86.8605      774.219
      86.9232      769.776
      86.9859      776.588
      87.0486      761.550
      87.1113      761.613
      87.1740      754.996
      87.2367      769.324
      87.2994      765.083
      87.3621      763.687
      87.4248      776.355
      87.4875      752.933
      87.5502      777.789
      87.6129      778.334
      87.6756      773.231
      87.7383      775.412
      87.8010      767.556
      87.8638      787.509
      87.9265      783.915
      88.0519      774.441
      88.1146      758.123
      88.1773      757.693
      88.2400      747.863
      88.3027      776.093
      88.3654      765.663
      88.4281      772.829
      88.4908      768.097
      88.5535      728.109
      88.6162      753.219
      88.6789      778.584
      88.7416      790.818
      88.8043      785.929
      88.8671      765.834
      88.9298      761.645
      88.9925      747.893
      89.0552      759.339
      89.1179      774.779
      89.1806      765.858
      89.2433      767.837
      89.3060      720.432
      89.3687      740.839
      89.4314      739.655
      89.4941      751.313
      89.5568      739.940
      89.6195      728.803
      89.6822      737.523
      89.7449      734.573
      89.8076      743.028
      89.8703      753.634
      89.9331      753.919
      89.9958      741.194
      90.0585      743.328
      90.1212      755.024
      90.1839      750.995
      90.2466      754.317
      90.3093      752.590
      90.3720      757.419
      90.4347      765.921
      90.4974      753.539
      90.5601      760.887
      90.6228      747.750
      90.6855      751.998
      90.8109      750.583
      90.8736      758.619
      90.9363      739.619
      90.9991      743.335
      91.0618      729.019
      91.1245      728.866
      91.1872      728.414
      91.2499      723.352
      91.3126      730.216
      91.3753      724.376
      91.4380      738.293
      91.5007      735.974
      91.5634      747.625
      91.6261      742.467
      91.6888      740.000
      91.7515      744.849
      91.8142      719.805
      91.8769      740.794
      91.9396      739.293
      92.0023      753.082
      92.0651      740.787
      92.1278      737.866
      92.1905      739.205
      92.2532      720.177
      92.3159      739.934
      92.3786      731.984
      92.4413      733.984
      92.5040      735.391
      92.5667      733.175
      92.6294      724.759
      92.6921      717.919
      92.7548      723.169
      92.8175      743.229
      92.8802      729.307
      92.9429      713.251
      93.0056      721.056
      93.0684      717.711
      93.1311      716.585
      93.1938      722.697
      93.2565      715.330
      93.3192      708.164
      93.3819      708.491
      93.4446      715.471
      93.5700      729.154
      93.6327      727.560
      93.6954      695.804
      93.7581      697.248
      93.8208      679.972
      93.8835      682.923
      93.9462      693.638
      94.0089      708.531
      94.0716      698.571
      94.1344      691.753
      94.1971      690.460
      94.2598      678.458
      94.3225      688.960
      94.3852      680.769
      94.4479      687.207
      94.5106      682.442
      94.5733      674.383
      94.6360      709.844
      94.6987      688.512
      94.7614      686.021
      94.8241      708.770
      94.8868      699.992
      94.9495      706.862
      95.0122      710.002
      95.0749      714.820
      95.1376      716.294
      95.2004      711.153
      95.2631      700.604
      95.3258      703.304
      95.3885      687.718
      95.4512      702.444
      95.5139      698.739
      95.5766      691.030
      95.6393      696.833
      95.7020      696.316
      95.7647      696.467
      95.8274      696.877
      95.8901      687.773
      95.9528      695.207
      96.0155      685.963
      96.0782      695.176
      96.1409      668.696
      96.2037      686.063
      96.3291      688.833
      96.3918      690.907
      96.4545      686.332
      96.5172      690.746
      96.5799      682.416
      96.6426      693.685
      96.7053      670.775
      96.7680      688.963
      96.8307      660.015
      96.8934      686.190
      96.9561      679.085
      97.0188      670.783
      97.0815      676.903
      97.1442      661.143
      97.2069      678.867
      97.2697      653.448
      97.3324      670.851
      97.3951      656.519
      97.4578      677.985
      97.5205      652.977
      97.5832      679.524
      97.6459      678.414
      97.7086      673.968
      97.7713      674.888
      97.8340      663.375
      97.8967      669.282
      97.9594      650.561
      98.0221      671.206
      98.0848      641.016
      98.1475      658.796
      98.2102      638.322
      98.2729      657.142
      98.3357      656.954
      98.3984      650.092
      98.4611      657.325
      98.5238      652.607
      98.5865      662.218
      98.6492      637.216
      98.7119      664.290
      98.7746      625.790
      98.8373      655.735
      98.9000      644.999
      98.9627      656.058
      99.0881      650.335
      99.1508      650.260
      99.2135      629.083
      99.2762      644.284
      99.3390      620.465
      99.4017      641.662
      99.4644      624.081
      99.5271      642.847
      99.5898      629.563
      99.6525      640.621
      99.7152      639.021
      99.7779      636.530
      99.8406      642.859
      99.9033      625.944
      99.9660      640.957
      100.029      622.674
      100.091      637.250
      100.154      612.232
      100.217      635.055
      100.280      623.960
      100.342      632.383
      100.405      629.992
      100.468      634.376
      100.530      636.387
      100.593      631.407
      100.656      634.849
      100.718      620.833
      100.781      628.607
      100.844      604.461
      100.907      628.978
      100.969      609.799
      101.032      625.534
      101.095      611.410
      101.157      618.714
      101.220      622.353
      101.283      630.117
      101.345      626.262
      101.408      614.237
      101.471      620.727
      101.534      593.862
      101.596      611.971
      101.659      592.236
      101.722      618.163
      101.847      625.566
      101.910      605.963
      101.973      613.302
      102.035      611.835
      102.098      614.061
      102.161      610.031
      102.223      608.088
      102.286      608.838
      102.349      591.514
      102.411      610.524
      102.474      587.915
      102.537      604.591
      102.600      584.695
      102.662      593.564
      102.725      585.710
      102.788      585.478
      102.851      588.343
      102.913      596.460
      102.976      591.543
      103.039      596.591
      103.101      598.700
      103.164      578.096
      103.227      602.178
      103.289      591.565
      103.352      598.564
      103.415      586.290
      103.478      588.275
      103.540      591.580
      103.603      592.655
      103.666      591.037
      103.728      585.981
      103.791      584.000
      103.854      587.064
      103.916      592.471
      103.979      592.530
      104.042      588.309
      104.105      575.644
      104.167      590.202
      104.230      588.298
      104.293      583.915
      104.355      584.302
      104.418      582.577
      104.481      585.623
      104.606      576.092
      104.669      577.638
      104.732      579.800
      104.794      575.032
      104.857      581.369
      104.920      566.766
      104.982      581.625
      105.045      572.297
      105.108      579.229
      105.171      572.919
      105.233      565.264
      105.296      571.200
      105.359      560.714
      105.421      563.496
      105.484      566.815
      105.547      567.025
      105.610      564.770
      105.672      565.951
      105.735      569.466
      105.798      576.320
      105.860      555.233
      105.923      565.671
      105.986      566.798
      106.049      570.187
      106.111      558.063
      106.174      551.301
      106.237      563.863
      106.299      557.937
      106.362      557.510
      106.425      563.007
      106.487      559.154
      106.550      559.393
      106.613      563.385
      106.676      554.775
      106.738      559.266
      106.801      549.742
      106.864      560.010
      106.926      556.628
      106.989      557.659
      107.052      557.950
      107.115      547.298
      107.177      552.323
      107.240      549.270
      107.365      548.896
      107.428      540.997
      107.491      547.236
      107.553      546.286
      107.616      543.125
      107.679      538.687
      107.742      540.453
      107.804      546.184
      107.867      546.459
      107.930      546.446
      107.992      542.167
      108.055      550.172
      108.118      541.588
      108.180      535.437
      108.243      544.704
      108.306      540.010
      108.369      537.187
      108.431      540.677
      108.494      538.168
      108.557      542.824
      108.619      536.251
      108.682      544.154
      108.745      540.226
      108.808      531.181
      108.870      543.357
      108.933      527.663
      108.996      539.600
      109.058      535.884
      109.121      539.569
      109.184      536.032
      109.246      529.893
      109.309      524.615
      109.372      522.549
      109.435      532.222
      109.497      534.871
      109.560      526.061
      109.623      523.515
      109.685      518.988
      109.748      526.548
      109.811      521.792
      109.874      524.207
      109.936      526.095
      109.999      525.828
      110.124      523.187
      110.187      526.248
      110.250      519.627
      110.312      526.895
      110.375      524.444
      110.438      521.426
      110.501      524.464
      110.563      514.009
      110.626      526.010
      110.689      518.435
      110.751      514.921
      110.814      511.710
      110.877      508.446
      110.940      512.230
      111.002      503.059
      111.065      517.089
      111.128      514.442
      111.190      517.598
      111.253      511.605
      111.316      508.762
      111.379      512.466
      111.441      501.551
      111.504      511.557
      111.567      504.809
      111.629      508.870
      111.692      508.248
      111.755      510.946
      111.817      520.755
      111.880      510.450
      111.943      521.862
      112.006      526.792
      112.068      519.034
      112.131      512.138
      112.194      502.091
      112.256      503.968
      112.319      499.510
      112.382      506.782
      112.445      509.784
      112.507      508.905
      112.570      504.218
      112.633      495.921
      112.695      491.512
      112.758      486.494
      112.883      495.227
      112.946      508.033
      113.009      512.969
      113.072      506.293
      113.134      501.556
      113.197      486.697
      113.260      498.658
      113.322      487.100
      113.385      499.103
      113.448      490.079
      113.510      500.843
      113.573      496.774
      113.636      487.909
      113.699      495.131
      113.761      483.732
      113.824      497.364
      113.887      486.775
      113.949      493.388
      114.012      488.451
      114.075      491.895
      114.138      491.689
      114.200      477.322
      114.263      489.519
      114.326      477.918
      114.388      490.380
      114.451      485.311
      114.514      487.884
      114.576      485.837
      114.639      471.536
      114.702      472.600
      114.765      477.652
      114.827      478.284
      114.890      474.719
      114.953      482.051
      115.015      478.617
      115.078      481.608
      115.141      480.091
      115.204      478.761
      115.266      473.547
      115.329      477.214
      115.392      483.530
      115.454      483.078
      115.517      486.934
